;nombre;sexo;cuenta
78291;Erick;M;2052
140782;Raymond;M;2052
78292;Wesley;M;2050
109203;Raymond;M;2046
173187;Abraham;M;2045
173188;Brody;M;2034
78293;Emmanuel;M;2032
140783;Giovanni;M;2032
47915;Dawson;M;2030
17832;Josiah;M;2028
17833;Nolan;M;2027
47916;Wesley;M;2027
78294;Marco;M;2026
78295;Scott;M;2026
17834;Marco;M;2024
47917;Sergio;M;2023
140784;Jalen;M;2022
78296;Sergio;M;2020
140785;Marco;M;2010
109204;Dillon;M;2008
17835;Peyton;M;2001
140786;Hector;M;2001
109205;Hector;M;1997
173189;Jaylen;M;1997
78297;Roberto;M;1993
140787;Abraham;M;1985
109206;Sergio;M;1984
17836;Harrison;M;1982
47918;Edwin;M;1982
47919;Jonah;M;1982
78298;Dustin;M;1982
17837;Hector;M;1979
173190;Bryson;M;1978
17838;Micah;M;1975
109207;Eli;M;1975
140788;Gregory;M;1968
78299;Taylor;M;1964
47920;Brett;M;1963
78300;Donovan;M;1963
47921;Damian;M;1962
140789;Leonardo;M;1961
173191;Raymond;M;1960
78301;Martin;M;1959
109208;Marco;M;1959
17839;Roberto;M;1956
47922;Roberto;M;1955
140790;Damien;M;1955
78302;Dawson;M;1953
140791;Dillon;M;1951
173192;Josue;M;1951
173193;Drew;M;1949
17840;Drew;M;1948
173194;Sergio;M;1948
78303;Hector;M;1941
109209;Ty;M;1936
173195;Damien;M;1936
78304;Cooper;M;1931
78305;Conner;M;1926
47923;Braden;M;1924
78306;Eli;M;1924
140792;Clayton;M;1921
47924;Erick;M;1920
173196;Andy;M;1919
109210;Malachi;M;1916
140793;Andre;M;1916
140794;Bryson;M;1913
140795;Sergio;M;1913
47925;Hector;M;1904
173197;Gregory;M;1901
173198;Dillon;M;1897
109211;Abraham;M;1894
109212;Mitchell;M;1890
109213;Damien;M;1888
109214;Corey;M;1887
109215;Martin;M;1887
17841;Brady;M;1883
17842;Erick;M;1883
17843;Conner;M;1880
47926;Landon;M;1880
47927;Caden;M;1877
173199;Roberto;M;1877
140796;Roberto;M;1875
47928;Giovanni;M;1873
109216;Roberto;M;1873
78307;Brett;M;1867
78308;Harrison;M;1866
47929;Malik;M;1864
173200;Roman;M;1860
140797;Martin;M;1858
47930;Emmanuel;M;1856
78309;Ashton;M;1853
78310;Dillon;M;1847
78311;Giovanni;M;1841
78312;Jakob;M;1836
173201;Martin;M;1835
17844;Jonah;M;1833
47931;Conner;M;1832
109217;Ayden;M;1829
109218;Taylor;M;1828
173202;Andre;M;1826
17845;Casey;M;1822
17846;Jayden;M;1821
47932;Abraham;M;1818
109219;Jaylen;M;1814
47933;Cade;M;1812
109220;Dawson;M;1805
47934;Cooper;M;1802
17847;Edwin;M;1800
17848;Emmanuel;M;1800
47935;Harrison;M;1798
17849;Andre;M;1796
173203;Jace;M;1796
78313;Abraham;M;1795
47936;Chandler;M;1792
173204;Oliver;M;1792
140798;Jaylen;M;1791
47937;Andy;M;1785
140799;Andy;M;1785
109221;Dominick;M;1779
17850;Phillip;M;1774
109222;Scott;M;1770
109223;Peyton;M;1768
109224;Dustin;M;1767
78314;Peyton;M;1764
140800;Dawson;M;1763
17851;Brayden;M;1760
140801;Elias;M;1759
17852;Landon;M;1758
17853;Giovanni;M;1757
17854;Bailey;M;1755
173205;Miles;M;1755
109225;Andre;M;1751
17855;Ronald;M;1750
78315;Alec;M;1748
140802;Josue;M;1746
47938;Andre;M;1740
47939;Ruben;M;1735
17856;Braden;M;1733
140803;Harrison;M;1729
140804;Brody;M;1725
17857;Damian;M;1720
47940;Trent;M;1719
17858;Donovan;M;1717
173206;Harrison;M;1717
17859;Ruben;M;1716
78316;Andy;M;1716
78317;Cade;M;1715
109226;Elias;M;1711
47941;Phillip;M;1710
17860;Frank;M;1708
173207;Jalen;M;1707
109227;Leonardo;M;1706
173208;Corey;M;1703
17861;Pedro;M;1702
17862;Gerardo;M;1701
78318;Andre;M;1698
109228;Harrison;M;1697
47942;Pedro;M;1695
17863;Andy;M;1694
17864;Chance;M;1694
173209;Dominick;M;1689
17865;Abraham;M;1680
17866;Calvin;M;1678
109229;Josue;M;1674
78319;Malachi;M;1672
140805;Corey;M;1672
140806;Drew;M;1666
173210;Avery;M;1662
173211;Clayton;M;1660
78320;Malik;M;1659
47943;Donovan;M;1658
109230;Bryson;M;1658
109231;Ruben;M;1655
173212;Israel;M;1654
17867;Trey;M;1652
47944;Ronald;M;1652
78321;Damien;M;1652
140807;Mitchell;M;1647
17868;Cade;M;1646
173213;Pedro;M;1645
140808;Scott;M;1640
47945;Frank;M;1634
140809;Israel;M;1633
109232;Andy;M;1628
47946;Eli;M;1624
173214;Calvin;M;1617
109233;Brett;M;1614
47947;Calvin;M;1612
140810;Taylor;M;1612
17869;Donald;M;1610
78322;Trey;M;1610
78323;Ty;M;1608
140811;Dominick;M;1605
109234;Jakob;M;1604
173215;Colby;M;1602
140812;Ruben;M;1601
173216;Dawson;M;1599
78324;Jaylen;M;1598
47948;Ashton;M;1597
17870;Derrick;M;1596
109235;Avery;M;1595
140813;Calvin;M;1594
109236;Zane;M;1590
78325;Frank;M;1588
47949;Aiden;M;1586
17871;Payton;M;1581
140814;Braxton;M;1581
140815;Miles;M;1581
109237;Cade;M;1576
173217;Taylor;M;1576
78326;Drew;M;1575
78327;Elias;M;1574
109238;Drew;M;1573
173218;Cayden;M;1572
78328;Ruben;M;1571
47950;Darius;M;1566
78329;Josue;M;1566
47951;Drew;M;1565
140816;Brett;M;1565
173219;Jaiden;M;1565
17872;Darius;M;1564
109239;Calvin;M;1563
47952;Josue;M;1562
78330;Calvin;M;1560
78331;Skyler;M;1558
109240;Pedro;M;1558
78332;Zane;M;1557
47953;Casey;M;1556
78333;Dominick;M;1555
78334;Pedro;M;1554
47954;Kobe;M;1552
78335;Phillip;M;1551
140817;Dustin;M;1551
47955;Kaden;M;1549
140818;Rafael;M;1544
47956;Chance;M;1540
47957;Trey;M;1539
173220;Landen;M;1536
17873;Enrique;M;1535
109241;Griffin;M;1535
47958;Johnny;M;1534
17874;Keith;M;1525
109242;Alec;M;1525
173221;Troy;M;1525
47959;Gerardo;M;1520
140819;Avery;M;1520
78336;Ronald;M;1519
17875;Raul;M;1518
47960;Elias;M;1518
140820;Pedro;M;1517
109243;Trey;M;1516
173222;Julio;M;1515
17876;Jaylen;M;1514
17877;Troy;M;1513
109244;Miles;M;1511
47961;Skyler;M;1507
109245;Malik;M;1505
140821;Troy;M;1501
109246;Frank;M;1499
17878;Jonathon;M;1497
17879;Cory;M;1495
173223;Rafael;M;1491
173224;Trey;M;1490
140822;Oliver;M;1488
173225;Jaxon;M;1488
140823;Jace;M;1487
109247;Skyler;M;1486
17880;Marc;M;1484
173226;Frank;M;1479
47962;Armando;M;1475
173227;Dustin;M;1475
173228;Scott;M;1474
17881;Skyler;M;1472
78337;Griffin;M;1472
17882;Rafael;M;1471
78338;Bryson;M;1470
17883;Trent;M;1469
47963;Donald;M;1469
17884;Griffin;M;1468
17885;Colby;M;1464
140824;Frank;M;1464
173229;Ruben;M;1464
173230;Camden;M;1463
17886;Eli;M;1462
109248;Brody;M;1462
78339;Leonardo;M;1460
17887;Johnny;M;1459
47964;Derrick;M;1455
47965;Rafael;M;1455
140825;Zane;M;1455
109249;Phillip;M;1454
47966;Leonardo;M;1453
78340;Trent;M;1453
17888;Chad;M;1452
78341;Rafael;M;1452
140826;Ronald;M;1451
78342;Chance;M;1449
140827;Camden;M;1446
173231;Mitchell;M;1446
17889;Armando;M;1443
78343;Gerardo;M;1443
47967;Raul;M;1439
47968;Enrique;M;1438
78344;Derrick;M;1437
78345;Johnny;M;1434
173232;Zane;M;1433
17890;Kobe;M;1432
47969;Keith;M;1432
173233;Payton;M;1428
47970;Jaylen;M;1426
109250;Xander;M;1424
140828;Skyler;M;1423
78346;Darius;M;1422
109251;Simon;M;1420
47971;Griffin;M;1418
78347;Chandler;M;1417
78348;Miles;M;1416
140829;Jakob;M;1416
47972;Marcos;M;1414
140830;Gerardo;M;1413
109252;Rafael;M;1410
173234;Kai;M;1410
17891;Caden;M;1406
17892;Marcos;M;1406
78349;Raul;M;1406
17893;Cooper;M;1405
140831;Trey;M;1404
17894;Elias;M;1403
109253;Ronald;M;1403
47973;Damien;M;1402
47974;Avery;M;1401
173235;Skyler;M;1401
109254;Raul;M;1400
109255;Gerardo;M;1399
78350;Casey;M;1398
78351;Simon;M;1397
140832;Payton;M;1396
140833;Roman;M;1395
17895;Brenden;M;1394
78352;Armando;M;1393
78353;Kobe;M;1392
173236;Johnny;M;1392
109256;Chance;M;1391
173237;Keegan;M;1390
173238;Brett;M;1389
78354;Avery;M;1387
47975;Zackary;M;1386
140834;Armando;M;1386
47976;Allen;M;1385
140835;Griffin;M;1385
17896;Israel;M;1384
47977;Miles;M;1384
140836;Raul;M;1381
109257;Trent;M;1379
78355;Allen;M;1378
109258;Marcos;M;1378
109259;Brock;M;1377
109260;Derrick;M;1377
140837;Malik;M;1376
109261;Oliver;M;1374
173239;Griffin;M;1374
173240;Derrick;M;1372
17897;Avery;M;1370
17898;Zane;M;1368
140838;Marcos;M;1368
109262;Israel;M;1366
109263;Johnny;M;1365
173241;Marcos;M;1360
47978;Bryson;M;1356
47979;Troy;M;1355
109264;Enrique;M;1355
47980;Dante;M;1354
17899;Dante;M;1352
17900;Josue;M;1351
17901;Zackary;M;1351
140839;Brock;M;1349
17902;Allen;M;1347
17903;Mathew;M;1343
47981;Israel;M;1340
47982;Jaime;M;1339
17904;Dennis;M;1338
173242;Drake;M;1336
140840;Alec;M;1333
173243;Raul;M;1332
17905;Leonardo;M;1330
47983;Zane;M;1329
109265;Jace;M;1328
78356;Marcos;M;1327
47984;Jonathon;M;1325
47985;Malachi;M;1325
78357;Keith;M;1324
140841;Kai;M;1324
140842;Derrick;M;1323
140843;Phillip;M;1323
140844;Chance;M;1320
47986;Julio;M;1319
109266;Allen;M;1316
173244;Braxton;M;1316
17906;Ashton;M;1315
173245;Kaiden;M;1315
47987;Payton;M;1314
140845;Johnny;M;1314
109267;Keith;M;1313
140846;Keith;M;1313
173246;Gerardo;M;1312
17907;Philip;M;1311
109268;Dante;M;1311
173247;Simon;M;1311
173248;Armando;M;1310
140847;Cade;M;1309
109269;Donald;M;1307
17908;Julio;M;1306
140848;Simon;M;1306
173249;Grayson;M;1306
17909;Miles;M;1305
17910;Damien;M;1302
173250;Ronald;M;1301
78358;Troy;M;1300
78359;Enrique;M;1299
78360;Israel;M;1297
173251;Kayden;M;1297
17911;Ty;M;1296
140849;Allen;M;1295
140850;Enrique;M;1295
109270;Camden;M;1294
173252;Angelo;M;1294
140851;Keegan;M;1292
17912;Gustavo;M;1290
78361;Donald;M;1289
109271;Darius;M;1289
47988;Lance;M;1285
78362;Keegan;M;1284
109272;Troy;M;1284
140852;Trent;M;1280
109273;Armando;M;1277
78363;Zackary;M;1275
109274;Yahir;M;1274
173253;Chance;M;1274
78364;Julio;M;1273
78365;Payton;M;1273
140853;Xander;M;1273
47989;Axel;M;1272
47990;Mathew;M;1272
140854;Jaiden;M;1272
173254;Leo;M;1272
109275;Keegan;M;1271
17913;Drake;M;1270
47991;Simon;M;1270
109276;Chandler;M;1270
140855;Casey;M;1269
109277;Payton;M;1268
78366;Dante;M;1267
140856;Drake;M;1267
47992;Cory;M;1263
17914;Jaime;M;1262
78367;Jaime;M;1262
109278;Jaime;M;1261
173255;Brock;M;1259
173256;Enrique;M;1258
173257;Lukas;M;1257
173258;Jaime;M;1255
173259;Lance;M;1255
109279;Casey;M;1253
47993;Jerry;M;1252
173260;Malik;M;1251
17915;Simon;M;1250
140857;Donald;M;1249
17916;Jerry;M;1246
47994;Drake;M;1245
47995;Marc;M;1244
47996;Alberto;M;1241
140858;Cayden;M;1241
17917;Curtis;M;1240
78368;Brenden;M;1240
173261;Dante;M;1240
140859;Leo;M;1238
47997;Kameron;M;1237
173262;Tyson;M;1237
47998;Bailey;M;1234
78369;Kameron;M;1233
173263;Phillip;M;1233
78370;Lance;M;1232
78371;Alberto;M;1229
173264;Emanuel;M;1229
173265;Fabian;M;1229
17918;Kameron;M;1225
140860;Fabian;M;1224
140861;Jaxon;M;1224
173266;Trent;M;1224
173267;Allen;M;1223
140862;Julio;M;1222
173268;Tucker;M;1222
17919;Lance;M;1221
47999;Brenden;M;1221
48000;Philip;M;1221
17920;Brock;M;1219
48001;Ty;M;1218
109280;Kai;M;1216
140863;Angelo;M;1216
173269;Emilio;M;1216
173270;Jakob;M;1214
109281;Kobe;M;1212
140864;Corbin;M;1212
140865;Dante;M;1209
173271;Hudson;M;1209
17921;Bryson;M;1206
173272;Maddox;M;1206
173273;Santiago;M;1203
173274;Xander;M;1201
78372;Philip;M;1200
17922;Alberto;M;1199
173275;Aden;M;1198
140866;Grayson;M;1196
140867;Jaime;M;1194
17923;Dominick;M;1190
78373;Brock;M;1190
17924;Jimmy;M;1189
17925;Kaden;M;1187
109282;Brenden;M;1184
173276;Rylan;M;1180
48002;Dennis;M;1177
78374;Gustavo;M;1177
140868;Kyler;M;1175
173277;Kameron;M;1175
173278;Kyler;M;1175
17926;Douglas;M;1173
109283;Gustavo;M;1170
78375;Drake;M;1169
78376;Jimmy;M;1169
109284;Zackary;M;1169
173279;Pablo;M;1169
17927;Gary;M;1167
109285;Lance;M;1167
78377;Oliver;M;1165
173280;Keith;M;1165
173281;Cade;M;1162
78378;Jonathon;M;1161
140869;Lance;M;1161
17928;Brennan;M;1158
48003;Keegan;M;1158
109286;Angelo;M;1158
78379;Danny;M;1157
109287;Julio;M;1157
173282;Asher;M;1156
173283;Adan;M;1154
140870;Kameron;M;1153
17929;Zachery;M;1150
78380;Fabian;M;1150
173284;Donald;M;1150
140871;Emanuel;M;1148
109288;Fabian;M;1147
140872;Brenden;M;1145
78381;Louis;M;1142
140873;Zander;M;1140
48004;Gustavo;M;1139
173285;Alberto;M;1137
17930;Randy;M;1136
17931;Louis;M;1134
140874;Jimmy;M;1133
173286;Darius;M;1132
140875;Landen;M;1131
109289;Drake;M;1130
109290;Lane;M;1129
140876;Chandler;M;1129
109291;Myles;M;1127
173287;Alec;M;1127
109292;Alberto;M;1126
109293;Brennan;M;1126
109294;Jimmy;M;1125
48005;Curtis;M;1124
109295;Mathew;M;1124
140877;Alberto;M;1124
48006;Brennan;M;1121
78382;Brennan;M;1121
78383;Mathew;M;1121
78384;Cory;M;1119
17932;Larry;M;1118
173288;Zion;M;1117
140878;Tyson;M;1116
140879;Darius;M;1115
173289;Gustavo;M;1115
140880;Adan;M;1113
109296;Corbin;M;1112
173290;Saul;M;1112
48007;Fabian;M;1111
109297;Kameron;M;1110
48008;Dominick;M;1109
173291;Ryder;M;1109
78385;Kai;M;1107
78386;Kyler;M;1107
140881;Tucker;M;1107
109298;Dennis;M;1106
48009;Jimmy;M;1105
140882;Zackary;M;1105
140883;Saul;M;1103
48010;Saul;M;1102
109299;Louis;M;1102
140884;Gustavo;M;1101
173292;Casey;M;1101
173293;Gael;M;1100
109300;Jaxon;M;1097
48011;Louis;M;1096
109301;Leo;M;1095
173294;Theodore;M;1095
173295;Arturo;M;1093
48012;Albert;M;1091
48013;Brock;M;1091
140885;Mathew;M;1091
173296;Mathew;M;1090
17933;Nickolas;M;1089
140886;Santiago;M;1088
173297;Mateo;M;1087
17934;Tony;M;1086
109302;Jerry;M;1086
109303;Kyler;M;1086
140887;Jerry;M;1086
78387;Angelo;M;1085
173298;Jimmy;M;1085
17935;Albert;M;1084
173299;Quinn;M;1084
78388;Brody;M;1083
173300;Jude;M;1083
109304;Danny;M;1082
173301;Randy;M;1082
17936;Fabian;M;1081
48014;Douglas;M;1081
78389;Dennis;M;1081
17937;Keegan;M;1080
140888;Lukas;M;1080
48015;Chad;M;1079
140889;Lorenzo;M;1075
140890;Myles;M;1075
109305;Philip;M;1073
109306;Quinn;M;1072
109307;Saul;M;1071
78390;Jace;M;1070
78391;Tony;M;1070
78392;Marc;M;1069
109308;Jonathon;M;1069
140891;Emilio;M;1069
140892;Nickolas;M;1069
173302;Sawyer;M;1069
140893;Lane;M;1067
173303;Corbin;M;1066
173304;Ezekiel;M;1066
173305;Zackary;M;1066
173306;Myles;M;1064
140894;Brennan;M;1061
140895;Nikolas;M;1060
17938;Saul;M;1058
48016;Arturo;M;1058
17939;Danny;M;1056
173307;Brennan;M;1054
48017;Randy;M;1053
140896;Louis;M;1050
173308;Danny;M;1050
173309;Axel;M;1047
17940;Tucker;M;1046
48018;Angelo;M;1046
109309;Emanuel;M;1046
140897;Pablo;M;1045
17941;Myles;M;1044
17942;Damon;M;1043
78393;Gary;M;1043
109310;Roman;M;1042
48019;Tucker;M;1041
78394;Roman;M;1041
109311;Tucker;M;1040
173310;Jerry;M;1040
78395;Camden;M;1039
109312;Tyson;M;1039
17943;Arturo;M;1038
48020;Damon;M;1038
78396;Jerry;M;1038
140898;Danny;M;1038
173311;Lane;M;1038
48021;Pablo;M;1037
173312;Dennis;M;1035
17944;Corbin;M;1034
140899;Aden;M;1034
140900;Quinn;M;1034
17945;Deandre;M;1032
78397;Arturo;M;1032
48022;Larry;M;1030
173313;Tony;M;1029
78398;Saul;M;1028
173314;Lorenzo;M;1028
78399;Damon;M;1027
48023;Tony;M;1024
78400;Curtis;M;1024
109313;Grayson;M;1024
17946;Ricky;M;1023
109314;Damon;M;1022
173315;Esteban;M;1022
17947;Kristopher;M;1021
109315;Pablo;M;1021
48024;Kyler;M;1020
78401;Corbin;M;1020
48025;Danny;M;1017
78402;Randy;M;1017
140901;Philip;M;1017
17948;Lane;M;1015
78403;Emanuel;M;1014
140902;Arturo;M;1014
48026;Gary;M;1013
109316;Cayden;M;1012
78404;Pablo;M;1011
17949;Pablo;M;1009
140903;Morgan;M;1009
140904;Dennis;M;1007
140905;Kaiden;M;1007
140906;Zion;M;1007
173316;Damon;M;1007
17950;Darren;M;1006
140907;Theodore;M;1005
17951;Jarrett;M;1004
17952;Zion;M;1004
109317;Braxton;M;1004
173317;Braeden;M;1003
48027;Myles;M;1002
173318;Brenden;M;1002
173319;Louis;M;1001
78405;Tucker;M;999
109318;Tony;M;999
17953;Alfredo;M;998
17954;Micheal;M;993
173320;Philip;M;993
48028;Corbin;M;992
140908;Damon;M;992
17955;Angelo;M;991
17956;Carl;M;988
78406;Lorenzo;M;987
109319;Arturo;M;986
140909;Ezekiel;M;984
48029;Roman;M;983
78407;Albert;M;983
78408;Lane;M;981
109320;Landen;M;979
48030;Alfredo;M;978
48031;Oliver;M;978
173321;Brayan;M;978
17957;Oliver;M;977
109321;Bryant;M;977
109322;Darren;M;977
140910;Randy;M;977
48032;Jace;M;976
109323;Douglas;M;976
78409;Theodore;M;975
109324;Jaiden;M;973
140911;Kayden;M;973
140912;Bryant;M;972
48033;Nickolas;M;971
78410;Myles;M;970
78411;Darren;M;969
109325;Theodore;M;964
17958;Kyler;M;963
109326;Lorenzo;M;963
140913;Jayson;M;963
109327;Lukas;M;961
140914;Mateo;M;960
17959;Tommy;M;959
48034;Joe;M;959
173322;Curtis;M;959
78412;Alfredo;M;958
109328;Zander;M;957
140915;Tony;M;957
48035;Bryant;M;956
109329;Emilio;M;956
78413;Bryant;M;952
78414;Douglas;M;952
78415;Larry;M;952
109330;Albert;M;952
17960;Walter;M;949
48036;Darren;M;949
109331;Larry;M;949
140916;Curtis;M;949
140917;Yahir;M;947
17961;Dallas;M;943
109332;Camron;M;943
140918;Braeden;M;941
17962;Jace;M;938
140919;Axel;M;938
173323;Nickolas;M;938
17963;Quinn;M;937
48037;Quinn;M;937
48038;Theodore;M;935
109333;Randy;M;935
17964;Theodore;M;934
173324;Charlie;M;934
78416;Tyson;M;932
109334;Alfredo;M;932
78417;Grayson;M;929
78418;Chad;M;928
109335;Santiago;M;928
17965;Grayson;M;927
48039;Russell;M;925
140920;Gary;M;925
109336;Cory;M;924
140921;Jonathon;M;923
173325;Jayson;M;923
17966;Lorenzo;M;922
140922;Alfredo;M;921
78419;Jaxon;M;920
173326;Jonathon;M;920
109337;Marc;M;919
17967;Joe;M;918
78420;Joe;M;917
109338;Aden;M;917
17968;Arthur;M;915
140923;Hudson;M;915
78421;Quinn;M;914
48040;Moises;M;912
78422;Maximus;M;912
140924;Quentin;M;912
173327;Quentin;M;912
109339;Ezekiel;M;911
109340;Gary;M;911
109341;Nickolas;M;911
140925;Tristen;M;911
173328;Zander;M;911
78423;Axel;M;910
140926;Ismael;M;905
109342;Curtis;M;904
78424;Melvin;M;903
17969;Bryant;M;902
78425;Tristen;M;902
17970;Brent;M;900
173329;Morgan;M;900
17971;Roman;M;898
109343;Joe;M;898
140927;Larry;M;898
173330;Ismael;M;898
140928;Marc;M;897
173331;Nikolas;M;897
48041;Zachery;M;895
17972;Russell;M;894
48042;Lane;M;894
109344;Jayson;M;894
140929;Asher;M;894
17973;Ramon;M;892
48043;Maximus;M;892
78426;Nickolas;M;891
140930;Brayan;M;891
140931;Darren;M;891
48044;Camden;M;889
78427;Lukas;M;889
17974;Lawrence;M;888
17975;Moises;M;888
48045;Lorenzo;M;888
48046;Jay;M;887
48047;Tristen;M;886
48048;Ramon;M;885
173332;Emiliano;M;885
48049;Kristopher;M;883
17976;Aiden;M;881
48050;Carl;M;881
48051;Arthur;M;880
48052;Dallas;M;878
109345;Zion;M;878
173333;Gary;M;877
109346;Braeden;M;876
109347;Mateo;M;875
48053;Grayson;M;874
48054;Micheal;M;873
48055;Emanuel;M;872
173334;Amir;M;872
17977;Quentin;M;871
109348;Ismael;M;871
173335;Chandler;M;870
78428;Ali;M;869
173336;Tristen;M;869
17978;Jay;M;868
17979;Tyrese;M;868
78429;Ramon;M;868
48056;Zion;M;867
173337;Albert;M;867
48057;Ismael;M;866
140932;Albert;M;865
17980;Tristen;M;864
109349;Marvin;M;864
173338;Darren;M;864
78430;Santiago;M;863
78431;Ayden;M;861
173339;Mekhi;M;861
173340;Salvador;M;861
109350;Chad;M;860
140933;Camron;M;859
17981;Emanuel;M;858
48058;Ricky;M;858
78432;Zachery;M;855
173341;Abel;M;855
78433;Ernesto;M;853
109351;Ernesto;M;853
109352;Salvador;M;853
17982;Salvador;M;852
78434;Bailey;M;851
109353;Tristen;M;850
173342;Ezra;M;850
173343;Caiden;M;849
48059;Brody;M;848
48060;Ernesto;M;848
173344;Jay;M;848
17983;Terry;M;847
48061;Brent;M;847
48062;Salvador;M;846
173345;Joaquin;M;846
78435;Arthur;M;844
173346;Alfredo;M;844
140934;Amir;M;843
109354;Esteban;M;842
173347;Declan;M;842
48063;Tommy;M;841
173348;Julius;M;841
17984;Morgan;M;839
173349;Camron;M;839
78436;Russell;M;838
17985;Jeffery;M;837
78437;Braxton;M;836
78438;Kristopher;M;836
109355;Quentin;M;835
173350;Moises;M;835
48064;Deandre;M;833
78439;Jayson;M;833
78440;Walter;M;833
48065;Tyson;M;832
78441;Justice;M;831
140935;Ryder;M;831
140936;Salvador;M;830
173351;Arthur;M;830
173352;Holden;M;830
78442;Zion;M;828
140937;Chad;M;828
173353;Larry;M;828
48066;Esteban;M;826
48067;Walter;M;826
78443;Jay;M;825
140938;Mekhi;M;825
140939;Ramon;M;824
17986;Esteban;M;822
48068;Isiah;M;822
173354;Douglas;M;821
48069;Jarrett;M;820
140940;Joe;M;819
17987;Tyson;M;818
109356;Amir;M;818
140941;Cory;M;818
140942;Ernesto;M;818
140943;Jay;M;818
48070;Lukas;M;817
78444;Esteban;M;817
78445;Moises;M;817
109357;Lawrence;M;817
173355;Braylon;M;816
78446;Emilio;M;815
17988;Braxton;M;814
109358;Ramon;M;814
173356;Bryant;M;814
173357;Dallas;M;814
173358;Orlando;M;813
140944;Charlie;M;812
173359;Ramon;M;812
48071;Branden;M;811
109359;Russell;M;811
17989;Branden;M;810
17990;Marvin;M;810
48072;Lawrence;M;810
140945;Esteban;M;810
78447;Ismael;M;809
78448;Leo;M;809
109360;Ali;M;809
109361;Jay;M;809
17991;Brody;M;808
17992;Craig;M;807
109362;Axel;M;807
173360;Keaton;M;807
173361;Marvin;M;807
173362;Mauricio;M;806
109363;Brayan;M;805
78449;Dallas;M;804
173363;Ernesto;M;804
17993;Ismael;M;803
48073;Terry;M;803
173364;Walker;M;803
48074;Santiago;M;802
78450;Ricky;M;801
78451;Tommy;M;801
48075;Marvin;M;800
17994;Rodney;M;799
78452;Salvador;M;799
109364;Marshall;M;799
109365;Ricky;M;799
140946;Douglas;M;799
17995;Isiah;M;797
48076;Reece;M;797
109366;Moises;M;797
78453;Marvin;M;796
140947;Marvin;M;796
17996;Maurice;M;795
109367;Arthur;M;795
109368;Nikolas;M;795
173365;Hugo;M;795
173366;Joe;M;795
17997;Marshall;M;794
48077;Braxton;M;794
140948;Keaton;M;794
78454;Lawrence;M;793
17998;Ernesto;M;792
140949;Arthur;M;792
78455;Ezekiel;M;791
78456;Micheal;M;791
140950;Abel;M;791
17999;Emilio;M;790
140951;Dallas;M;788
18000;Brendon;M;787
